actorid,movieid,role
1879,404166,Host
1879,407747,Newsreader (1997)
1880,93244,Miguel
1881,3388,
1881,5752,
1881,66672,
1881,88057,
1881,114492,Lobo III
1881,152234,Eustaquio
1881,268053,
1881,286284,
1881,379461,Pérez
1881,380059,Gardenia
1881,385502,Joel Contreras
1881,391572,Arturo
1881,396211,
1881,396852,Cumache
1881,398490,Francisco Duarte
1881,400663,Javier
1881,405398,Zepeta
1881,405842,Salvador
1881,406056,Ricardo
1882,232380,Fat Man
1883,376638,Policeman #1
1884,300099,Prison Guard
1886,94828,
1887,373793,
1888,384781,
1890,13320,Mr. Moltianni
1890,44498,Richie
1890,56431,"Peter, FedEx 88 Pilot"
1890,66963,Cookie
1890,67054,Bennie
1890,67609,Bruno Romano
1890,69504,Det. Falcone
1890,72571,Murphy
1890,73214,Sgt. Wallace
1890,73612,Eric
1890,73803,Frank
1890,74076,Skip Lea
1890,88899,Tony Gaudio
1890,118548,Chuck
1890,158999,Area 51 guard
1890,194228,Vinny Pallazzo
1890,200363,
1890,206158,Minelli
1890,217421,Jack
1890,222778,Lt. Det. Bob Mankowsky
1890,222806,Lt. Robert Carlino
1890,226785,Capt. Evan Graham
1890,240785,Capt. Unander
1890,242937,
1890,245016,Bobby Arms
1890,251420,Cop
1890,269809,Det. Harris
1890,272005,Capt. Peters
1891,14857,
1891,16868,
1891,21084,
1891,42597,Commendatore La Pappa (segmen
1891,57828,Lapo
1891,88204,Priest
1891,90019,Il capitano Ribera
1891,102393,Maytha's Priest
1891,127985,
1891,129018,
1891,157500,
1891,199820,
1891,200415,
1891,202280,The General
1891,217900,
1891,242303,
1891,289696,
1891,305540,Presidente del Tribunale
1891,326626,
1891,327496,
1891,336624,
1891,353063,
1892,354720,
1893,10648,Mancini's Man 1
1893,189158,
1893,217760,
1893,282286,Count Altamira
1893,327486,
1894,281273,Paris
1895,115888,Vampire #1
1897,388104,Player - Sumo Storm
1897,405924,Overweight Sal
1898,138118,Bar Patron
1898,206447,Conductor
1898,210767,
1899,87006,Father
1900,399931,A brother
1901,83659,Himself
1902,34960,Bodyguard #1
1903,32626,Michael Morrison
1903,214646,Voices
1904,12252,Basketball Player #2
1905,203610,Officer
1906,188401,And His Band
1907,214456,FBI Agent Barrett
1907,335319,Marc
1908,20042,Themselves (acrobats)
1908,165587,
1908,229438,Castelhano
1908,237209,
1908,268280,
1908,268854,
1909,112062,St. Petersburg Maryinsky Acro
1910,409093,
1911,311802,
1911,345965,
1912,122454,Falusi ember
1912,137757,Irodavezetõ
1913,41211,Freddie
1913,105901,Andy
1913,175804,Matt
1913,193523,Tom
1913,196346,Nick
1913,296268,Charlie Taylor
1913,302926,Charlie Taylor
1913,355365,Paramedic #1
1913,360625,Damon
1914,395044,
1915,66145,Taz
1916,157564,Tolstov
1916,253542,Naval Officer
1916,369384,Dr. Parker
1916,405042,"(segment Macbeth"")"""
1917,304683,Mayor James Decree
1918,254471,Mobile Center Dispatcher
1919,45119,
1919,206476,Newhouse
1920,271886,Movie Actor
1921,144393,Himself
1921,289791,Boyfriend
1922,86501,
1923,12065,Orencio
1923,69254,
1923,86501,
1923,148105,Periodista
1923,234013,
1923,339028,
1923,343611,Pichichi
1923,378357,
1924,23879,
1925,87729,Arnel
1926,324388,
1926,381380,Jovan Lagdameo
1926,381686,Oreo
1926,400738,Kit
1927,13580,Bus Conductor
1927,16468,Taxi driver #1
1927,16674,Stagehand
1927,20533,Sergeant
1927,26737,Murphy
1927,26776,"Andy, a Poker Player"
1927,26966,
1927,27135,Corporal
1927,27298,Gambler
1927,27315,Peg Leg (a soldier)
1927,29118,Faraday
1927,33694,Mug/Sign poster #1
1927,33699,Bus Driver
1927,35479,Orderly
1927,39251,Elkins
1927,39650,Ted Metcalf
1927,40608,State trooper
1927,40968,Ambulance attendant
1927,41085,Husband Whose Wife Knits Sock
1927,41086,Cab Driver
1927,41091,Mailman
1927,41094,Pots and Pans Peddler
1927,41099,Mailman
1927,41100,"Mr. Beazley, Mailman"
1927,41101,Mailman
1927,41104,Mailman
1927,41107,"Mr. Johnson, the Postman"
1927,41108,Mr. Beasley the Mailman
1927,44267,Ticket Agent
1927,44968,Ed 'Alley Oop' Harper
1927,45617,Taxi Cab Driver
1927,46729,Photographer
1927,47350,Engineer
1927,48558,Truck driver
1927,48570,Bit part
1927,49554,José Fernando
1927,51872,Scotty
1927,52659,Clifford Genet
1927,53324,
1927,55521,Eddie
1927,56229,Spudsy Drake
1927,56614,"Bill, Prisoner Dispensing Clo"
1927,59611,Dance Sailor Suspicious of Ka
1927,59838,Photographer
1927,61232,Spud Warner
1927,64090,Truck driver
1927,65746,First Subway Official
1927,66585,Fiddler
1927,72283,Airplane Pilot
1927,72572,Alabam
1927,77980,Reporter No. 2
1927,78694,Red Kelly
1927,80018,Train conductor
1927,85080,
1927,85822,Clarinet Player
1927,90133,Customer at Mossrock's
1927,92230,Stage Hand
1927,92523,"Clifford Genet, an Orderly"
1927,92524,"Clifford Genet, Window Cleane"
1927,92526,Orderly Clifford Genet
1927,92527,"Clifford Genet, Orderly"
1927,101050,Federal Agent posing as a Dru
1927,103781,Taxi Driver
1927,107020,Telegraph operator
1927,112614,
1927,114845,"Smokey, the Train Engineer"
1927,115256,Policeman
1927,115471,Mechanic with Apple
1927,115472,"Stubby, passenger plane pilot"
1927,115937,Shorty Smith
1927,116120,Garage Attendant
1927,116253,Jerry 'Jonsey' Jones
1927,118264,Sam
1927,118321,Sentry
1927,120824,Reporter in Hallway
1927,122634,Fiddler' [Chs.3-4]
1927,123127,Chief Petty Officer
1927,123141,Taxi Driver
1927,128468,Taxi Driver
1927,128812,Bartley
1927,129804,Bob Blair
1927,130712,Reporter Davis
1927,131532,Cab Driver
1927,133443,Jimmy
1927,134058,Lowery
1927,136028,Jeff Carter
1927,139937,Cameraman
1927,140790,Driver
1927,141004,Hugo Higgins
1927,142284,Carnival shooting gallery att
1927,142637,Drafted devil
1927,142662,
1927,143260,Chauffeur
1927,143588,Bill
1927,143607,Marine orderly
1927,143838,Publicity Man Eddie Gibbons
1927,144109,Reporter
1927,144411,Jokester
1927,144573,Whitey (cabbie)
1927,144931,Bus driver
1927,145900,Reporter (uncredited)
1927,147754,Cameraman
1927,148281,Postman
1927,148927,Connors
1927,148933,Cab Driver
1927,151696,Yelling fan next to Benchley
1927,154230,Dimmy
1927,154376,Private
1927,158331,
1927,158515,Worker
1927,161923,Cpl. Sanger
1927,162267,Harry
1927,163297,Jim
1927,163431,Ship's Steward
1927,164972,Sig Patton
1927,168635,Maintenance Man
1927,170737,"Bill, morgue wagon attendant"
1927,170753,Curly Rogers
1927,177359,Steward
1927,183364,1st Thug
1927,183710,"Ed, the Coroner"
1927,183721,Murphy
1927,183792,New York Cab Driver
1927,186013,Jamie Bradford
1927,186293,Eddie O'Malley
1927,186355,Bill
1927,186456,
1927,186756,Duke
1927,186799,Mailman
1927,190262,Mailman
1927,195768,Dunk Glover
1927,198544,(replaced by William Newell)
1927,198660,Counter Man
1927,204174,First Mechanic
1927,209588,Benson
1927,213976,Herman Schultz
1927,215002,Second Taxi Driver
1927,215534,Bus Driver
1927,215625,Clarence 'Dutch'
1927,215809,Det. Pete
1927,215907,Everett
1927,217946,Mr. Jones
1927,220901,Hypo
1927,224603,Policeman
1927,231124,Gas Station Attendant
1927,235695,Jones
1927,238894,Motorcycle Cop
1927,239655,Plant Workman
1927,240482,Fort Lewis sergeant
1927,240650,George
1927,241134,Shipyard worker
1927,241592,First S.S. Atlantica Steward
1927,245323,Todd
1927,246749,Doorman
1927,248838,Wise guy at gas station
1927,252480,Clifford Genet
1927,253525,Collins
1927,254218,Nick (lineman)
1927,254452,"Mac, AMI Agent"
1927,254453,Mac (government agent)
1927,255887,Newsreel cameraman
1927,261560,
1927,264603,Waiter Captain
1927,271000,Ace
1927,271224,Sailor
1927,276713,Stable Boy
1927,277525,Dixie Erwin
1927,277855,Pilot
1927,277913,Roy
1927,279308,Smitty
1927,279570,Cabdriver
1927,279746,Sam Starr
1927,282354,Tommy Ward
1927,282394,Billiards player
1927,285664,Guide
1927,286895,Gawking cowboy
1927,292470,Wells Fargo cowboy
1927,292631,Driver
1927,293084,Capt. Hammond
1927,294746,Monohan
1927,296806,Walters
1927,297919,"Boze, the Photographer"
1927,297956,Skillet Michaels
1927,298093,Pete (actor posing as a sailo
1927,299197,Lincoln 'Cowboy'
1927,299718,Andy Carson
1927,301687,
1927,302633,Tour Map Seller
1927,302723,Sam
1927,303483,Steward
1927,304876,First Mug
1927,304959,Sailor
1927,304970,"Hartman, Policeman"
1927,305076,Charlie
1927,305507,Harry
1927,305761,Jenkins
1927,306810,Radio Expert
1927,308066,Blue Army Radio Operator
1927,308585,Hash Brown
1927,309827,Jay
1927,313295,Dallas Stage Worker
1927,318192,Man
1927,321532,Mr. Spraggs
1927,323380,Man who picks teeth
1927,323807,
1927,329115,Stenographer
1927,330153,Cpl. Smith
1927,330159,Driver in cafe
1927,330241,Fred (Drugstore Clerk)
1927,331439,Josh
1927,333161,Telegraph operator
1927,335576,Stage Manager
1927,337846,Tommy
1927,340854,Sgt. Riggs
1927,342755,Washburn
1927,358191,Pickpocket Victim
1927,358452,Bus Driver
1927,358641,Betcha
1927,359171,Soldier in Canteen
1927,362378,Tex McGirk
1927,362491,Doorman
1927,363190,Second Bus Driver
1927,364187,
1927,366130,Pharmacist Mate
1927,366196,Reporter
1927,366934,Taxi Driver
1927,367970,Pelican Club Doorman
1927,369359,Homesteader
1927,370555,Reporter
1927,372553,Laofer
1927,372927,Cop
1927,372932,Bum
1928,166643,Delaware Student
1929,90427,Himself
1930,69197,Himself
1930,71702,
1930,72242,Roy
1930,125997,
1930,132844,Himself
1930,144453,Himself
1930,148281,"Roy Acuff, aka Jack Jones"
1930,175534,Himself (Honoree)
1930,190041,Himself
1930,227930,Himself
1930,232274,Roy
1930,237584,Sheriff
1930,282569,Himself
1930,302646,Roy Acuff
1930,305761,Himself
1930,390474,Himself
1931,158591,Chaz
1932,18364,Percussion
1933,276121,
1934,361611,
1935,143576,Jimmy
1935,204584,Jimmy
1936,104835,
1937,126130,Resident of Idyllia
1938,374372,Felipe
1939,24957,Spectator
1940,232714,Band Musician
1941,202960,
1942,264036,Gangbanger
1943,30869,
1944,99798,Eliseo (Young)
1944,376172,
1945,384781,
1945,397011,Valladares
1945,403753,
1946,33208,
1946,229443,
1946,300737,
1946,376639,
1947,378975,
1947,383827,
1947,387479,Nicolás
1947,391570,Heriberto Sotomayor
1947,396394,
1947,400949,Gabriel
1947,401251,Bernardo
1947,403690,Jorge
1947,411710,
1948,14817,Chico moderno
1949,30624,Rockwell Stone
1949,81287,
1949,90426,Himself
1949,90427,Himself
1949,134418,Little Timmy
1949,286616,The Little Man
1949,314610,Himself
1949,378893,Host
1950,378473,
1951,48831,
1952,153753,Foreigner
1953,105587,Víctor
1954,9454,
1954,41877,Car Dealer
1954,279968,
1955,201858,Himself - Emeric's school fri
1956,52933,
1956,55344,
1956,85524,Doctor
1956,158827,
1956,267494,Chico Bem-Bem
1956,268984,
1957,30388,Unknown (Portuguese version)
1957,43440,
1957,52066,Pexelim (sea-fish)
1957,71376,
1957,144200,Melrinho (sly fellow)
1957,189086,Filipinho
1957,202549,Borboleta' (fickle
1957,249297,Virtudes (virtuous)
1957,268320,
1957,341140,
1957,352128,
1957,356010,Serafim
1957,376680,Magirus
1958,228388,Omar
1959,24679,Ali
1960,176136,
1960,219718,
1960,228113,
1960,237960,
1960,259880,The Sculptor
1960,261689,
1960,263403,Doctor
1960,263681,Barrymore
1960,268134,Timofeyev
1960,270221,A film director
1960,280398,Waiter #3/3rd Man On Photo/Ma
1960,320715,
1960,397053,Berlioz
1961,92072,"Cangoni (segment Sì buana"")"""
1962,330270,Cop #1
1963,288907,
1964,288907,
1965,263264,Himself
1966,149887,Kenji Tanaka (Shou-6)
1967,169852,
1967,177703,Yagi
1967,236858,Hiroshi
1967,242163,Yata
1967,300438,Jun
1968,288907,
1969,328020,
1970,381035,Kenta Tachibana/BF Kuwaga
1971,179265,Narrator
1972,288910,Himself (Japanese Imperial Ar
1973,338833,The Sushi Master
1974,248491,Mr. Moto
1974,299307,Yuri's Childhood Friend
1975,370260,Soldier 9
1976,325428,Leipold
1976,325437,Groschupf
1976,378168,
1976,392086,
1977,106619,Botia
1978,310220,Themselves
1979,58462,Himself
1980,68962,"Moises, bebe"
1981,6090,
1981,20378,
1981,25779,Potts
1981,29415,Sir Charles
1981,32027,Le bel homme
1981,43750,Lord anglais
1981,56042,Lt. Dudley
1981,63657,
1981,64489,Müller
1981,65380,Lambrook
1981,101457,
1981,105694,L'ambassadeur
1981,134598,
1981,135331,professeur Anderson
1981,162511,Le directeur de l'école
1981,166172,Un inspecteur écossais
1981,198566,"Hartley, L'Anglais"
1981,199944,Un journaliste
1981,204118,
1981,206666,Un Anglais
1981,211627,L'amiral Somerville
1981,218310,
1981,249698,Le procureur
1981,258868,Le colonel anglais
1981,301563,
1981,345329,David
1981,345387,L'Officier Anglais
1981,351787,Chattaway
1981,360842,
2024,22740,
2024,25038,
2024,51908,
2024,53595,
2024,57809,Juan Escutia
2024,69698,
2024,74363,
2024,74554,Luis
2024,74569,
2024,74768,
2024,74802,
2024,76095,
2024,80124,
2024,92334,
2024,100277,
2024,123188,
2024,127599,
2024,134173,
2024,134492,
2024,136313,
2024,145674,
2024,148066,
2024,167080,
2024,167082,
2024,170051,
2024,193328,
2024,193507,
2024,202179,
2024,202211,
2024,206983,
2024,206996,
2024,207979,
2024,209036,
2024,212057,
2024,214390,
2024,221755,
2024,222049,(segment El imponente)
2024,225553,
2024,236470,
2024,238759,
2024,244604,
2024,260563,
2024,260933,
2024,265163,
2024,275079,
2024,287866,Detective at Party
2024,301131,Playboy
2024,307805,
2024,317774,
2024,317813,
2024,333535,
2024,334405,Cadet
2024,343734,
2024,351461,Padre adoptivo
2024,353573,Hombre en teleton
2024,354479,First Villager
2024,355745,
2024,357728,
2024,371738,
2024,371885,
2024,378375,
2024,383787,
2024,386595,
2025,13852,Thug
2025,40812,Agent Tilson
2025,58480,CIA Director Linder
2025,80776,Scott Jones
2025,80807,Ramos
2025,103357,Jamison
2025,137353,"Pachi/Pach-Pach, the Tin Man"
2025,142487,Krieger
2025,152570,U.S. Reporter
2025,175005,Himself
2025,175007,Himself
2025,185533,Ferguson
2025,190180,Possessed Man
2025,190765,
2025,191394,Vincent
2025,202080,Frank
2025,214488,Moti
2025,299410,Bill
2025,343433,Jimmy Smith
2025,389236,Natan Barkai
2025,394337,Naval Officer (1997)
2025,402830,Alecs Kleiborn (1996-1998)
2025,402982,
2026,9004,Warrior basketball player
2027,1016,Phillipe Barrachet
2027,13040,Gaston Sarrazin de Fontenoy
2027,20747,Sgt. Saval
2027,23759,
2027,30890,Le Hénaff
2027,32279,Murat
2027,33530,Alfred
2027,44970,Cornudet
2027,47158,Guillaume
2027,51826,Ravignol
2027,54804,Beaumanoir
2027,55532,Le postillon
2027,57305,
2027,57472,
2027,68396,Girotti
2027,73628,Le décorateur
2027,101529,Le shérif
2027,103206,Albert
2027,108207,Le docteur
2027,108991,
2027,110140,Le Colonel
2027,111087,Le fondé de pouvoir
2027,111368,Symphorien Dubois
2027,111371,Grand Louis
2027,113112,Général Lasalle
2027,116412,Armand Vignaud
2027,116413,
2027,121343,Bank
2027,122436,Bel-Oeil
2027,125461,Grégorio
2027,125737,Le médecin
2027,146424,Chalice
2027,146425,Fernand
2027,148631,
2027,165775,L'homme en robe de bure (Le n
2027,166092,
2027,168101,
2027,170468,M. Rozenec
2027,175674,Le boucher
2027,198566,Dr. Gaston Rival
2027,200966,Emile Barberot (butcher)
2027,200972,L'inspecteur Lognon
2027,201024,Jean Lécuyer
2027,201161,Albert
2027,217636,
2027,217704,Le sergent
2027,219524,Detrerrieux
2027,228557,Le commissaire
2027,235825,Le producteur Blangenstein
2027,254106,M. Landrat
2027,254144,Veyron-Gaillac
2027,258529,
2027,260856,Bertrand
2027,266242,Victor
2027,266405,François
2027,269097,
2027,269223,Villeroi
2027,280557,Beaudrier
2027,283032,"Loutrel, le manager"
2027,309143,
2027,309150,Thomas Putnam
2027,309756,Vacher
2027,310799,The doctor
2027,316363,Prosecutor
2027,321801,Ramure
2027,324184,
2027,325063,Prince Gregori de Montenegro
2027,327539,L'ingénieur du son
2027,336975,
2027,345100,Second gangster
2027,346663,Police inspector
2027,349842,Maître Renaudot
2027,353829,Aubry
2027,353830,Aubry
2027,353844,Schaunard
2027,354524,
2027,377065,Ferdinand
2027,387650,Me Cherrier
2027,387659,Ducrau
2027,388310,
2048,23632,L'inspecteur Simonin
2048,27918,Albert Tazzi
2048,276541,Corbin
2048,292689,Claude Vandal
2048,333720,Un troupier
2049,16677,Tap Dancer
2050,1035,Peter
2050,58770,"Mozser, Cam's Controller"
2050,60713,First Man
2050,109287,Bekhesh
2050,358874,Old Man
2050,391869,Dave Porter (1990)/Luke Cunni
2051,124679,Ferryman
2052,174795,Bridegroom
2053,33574,"Philicome, Calchas' Attendant"
2054,2229,Himself
2054,21026,Himself
2054,33032,Himself
2054,33033,Himself
2054,34646,Himself
2054,83798,Himself
2054,83799,Himself
2054,139666,Himself
2054,160293,Himself
2054,160295,Himself
2054,160305,Himself
2054,160317,Himself
2054,160319,Himself
2054,160455,Himself
2054,165265,Himself
2054,175469,Himself
2054,313150,Himself
2054,313160,Himself
2054,328188,Himself
2055,149866,Committee Member
2055,229556,Ada
2056,327293,Le réceptionniste/Receptionis
2057,160549,Adam
2058,358330,Austin
2059,398160,Martins Chef
2059,398163,Himself
2059,410391,Martins Chef
2060,141149,Himself
2060,401877,Himself
2061,33581,
2062,275253,Gandhi
2063,328960,Himself
2065,353845,
2066,66757,
2067,280180,Bruce
2068,31846,Reporter #1
2069,6858,Van Thaal
2069,11427,Sam Vane
2069,15031,Le juge anglais
2069,16112,Trout
2069,16909,Group Controller
2069,20625,Club Member
2069,23008,Mons. Besnard
2069,27282,Judge
2069,36776,German businessman
2069,39628,Abbot
2069,39671,Court President
2069,43738,Macleod
2069,50239,
2069,54485,Adm. McCartney
2069,55157,Sir John Farthing
2069,55679,First Sea Lord
2069,56155,Defence
2069,63161,Talavera
2069,64506,Sir William Harrison
2069,67575,"George, Steward at Supt. Durk"
2069,71628,"Col Ingram, Gillington POW Ca"
2069,78021,Capt. Dukes
2069,79922,Political correspondent on ph
2069,85748,Robert Southey
2069,94110,Maj. Gregoff
2069,103253,Tallboy
2069,103329,George Merrick
2069,108098,Radshaws' doctor
2069,114989,Insp. Duggan
2069,117351,Customs Official.
2069,117588,Sir Charles Fawcett Managing 
2069,120685,Editor
2069,130748,Mr. Dryden
2069,130845,
2069,134043,Dr. White
2069,140192,Eldridge Harper
2069,141683,Cabinet Minister #1
2069,142387,
2069,145557,Nat Jeffcote
2069,150847,Ronson
2069,160568,"Wittens, Pheasant Inn Manager"
2069,168722,Insp. Beveridge
2069,169493,Commanding Officer at Falcon 
2069,174514,Police Chief
2069,176727,Mr. Brook
2069,185824,Head-Master
2069,186056,Bank manager
2069,186230,Turner
2069,191230,Bomber Chief
