title
Geoff Ryman
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Ben Bova
Dan Simmons
Dan Simmons
Steven Brust
Steven Brust
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
Timothy Zahn
David Dvorkin
David Dvorkin
David Dvorkin
Pauline Dunn
Pauline Dunn
Pauline Dunn
Eileen Dunlop
Eileen Dunlop
Eileen Dunlop
Sandy Frances Duncan
Lois Duncan
Lois Duncan
Lois Duncan
Lois Duncan
Lois Duncan
Robert Dunbar
Joyce Dunbar
Alexandre Dumas
Lee Duigon
Lee Duigon
Lee Duigon
Rikki Ducornet
Rikki Ducornet
Colin Duckworth
Anastasia Dubois
Anastasia Dubois
Chris Dubbs
Daphne du Maurier
Ed Naha
Ed Naha
Ed Naha
Ed Naha
Ed Naha
John Shirley
Ed Naha
John Shirley
John Shirley
John Shirley
John Shirley
Wayland Drew
Wayland Drew
Wayland Drew
Wayland Drew
Wayland Drew
Wayland Drew
Sarah Dreher
Judie Angell
Patricia Angadi
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
Keith William Andrews
Keith William Andrews
Keith William Andrews
Keith William Andrews
Keith William Andrews
Graham Andrews
David Drake
David Drake
David Drake
David Drake
David Drake
David Drake
David Drake
Asa Drake
Asa Drake
Alison Drake
Alison Drake
David Bischoff
Paula E. Downing
Paula E. Downing
Paula E. Downing
Paula E. Downing
David C. Downing
Jill Downie
Marjie Douglas
John M. Douglas
John Douglas
John Douglas
John Douglas
Gregory A. Douglas
Gregory A. Douglas
Drake Douglas
Drake Douglas
Ariel Dorfman
Joe Donnelly
Joe Donnelly
Joe Donnelly
Joe Donnelly
Joe Donnelly
D. J. Donaldson
Bill Dolan
Bill Dolan
Bill Dolan
Bill Dolan
Bill Dolan
Cameron Dokey
Cameron Dokey
Berlie Doherty
Berlie Doherty
Jane Doe
Jim Dodge
Esmé Dodderidge
Rachel Dixon
Chris Dixon
Roger L. DiSilvestro
Thomas M. Disch
Thomas M. Disch
Jennifer Dimarco
Paul Dilsaver
Anna Dillon
J. M. Dillard
J. M. Dillard
Allen Andrews
Allen Andrews
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
Andrew Neiderman
C. Dean Andersson
C. Dean Andersson
C. Dean Andersson
C. Dean Andersson
Matthew T. Dickerson
Monica Dickens
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Philip K. Dick
Robert Dichiara
Nan Dibble
Graham Diamond
Graham Diamond
Susan Dexter
Susan Dexter
Susan Dexter
Susan Dexter
Susan Dexter
Susan Dexter
Catherine Dexter
Gene DeWeese
Gene DeWeese
Gene DeWeese
Gene DeWeese
Gene DeWeese
Gene DeWeese
Jude Deveraux
Carl Deuker
Diane DesRochers
John Desjarlais
Martha Derman
Jo Dereske
Justin Denzel
Nigel Dennis
K. C. Dennis
Ian Dennis
Ian Dennis
Ian Dennis
Carol L. Dennis
Carol L. Dennis
Carol L. Dennis
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Troy Denning
Al Dempsey
Ken Delo
Samuel R. Delany
Samuel R. Delany
Samuel R. Delany
Michael Delaney
Michael Delahaye
"Sydney G. Defraites, III"
"Sydney G. Defraites, III"
"Sydney G. Defraites, III"
Frank De Felitta
Frank De Felitta
Ron Dee
Ron Dee
Ron Dee
Ron Dee
Jon DeCles
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
John DeChancie
Elisa DeCarlo
Stephen Debrew
Don H. Debrandt
Jeffery Wilds Deaver
Jan Dean
J. David Dean
V. C. De Vere
V. C. De Vere
V. C. De Vere
Jorge De Sena
Eça de Queiroz
Linda Grant De Pauw
Pilar de Ovalle
Charles de Lint
Charles de Lint
Charles de Lint
Charles de Lint
Tom De Haan
Tom De Haan
uncredited
Frank De Felitta
L. Sprague de Camp
L. Sprague de Camp
Louis de Bernieres
Chet Day
Chet Day
Carol Dawson
Mark Dawidziak
Claudia Davison
Susan Davis
Margaret Davis
Margaret Davis
Maggie Davis
Jake Davis
Jake Davis
Robertson Davies
Robertson Davies
Robertson Davies
Robertson Davies
Robertson Davies
Pete Davies
Paul Davies (1946-)
Andrew Davies
Nicole Davidson
Nicole Davidson
Lionel Davidson
Alan Davidson
Peter David
Roger Davenport
David Daud
Paul Darrow
Diana Darling
David Darke
David Darke
David Darke
David Darke
Benjamin Dare
Lyndan Darby
Lyndan Darby
Lyndan Darby
Paula Danziger
Dennis Danvers
Sophie Danson
Sophie Danson
Gabriele D'Annunzio
Colin Dann
Colin Dann
Colin Dann
Colin Dann
Colin Dann
Colin Dann
Colin Dann
Zoe Daniels
Zoe Daniels
Zoe Daniels
Philip Daniels
Les Daniels
Les Daniels
Tina Daniell
Tina Daniell
Margaret D'Ambrosio
Deborah Chester
Deborah Chester
Deborah Chester
Deborah Chester
Deborah Chester
Annie Dalton
Annie Dalton
Annie Dalton
Annie Dalton
Annie Dalton
Annie Dalton
György Dalos
Lorenzo Dali
Brian Daley
Floyd D. Dale
Susan Daitch
Roald Dahl
Daniel da Cruz
Daniel da Cruz
Daniel da Cruz
Daniel da Cruz
Daniel da Cruz
Anthony A. Czebatul
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Richie Tankersley Cusick
Geoffrey Cush
Philippe Curval
Philip Curtis
Philip Curtis
Philip Curtis
Philip Curtis
Philip Curtis
Philip Curtis
Philip Curtis
Philip Curtis
James Roberto Curtis
Jack Curtis
Jack Curtis
Jane Louise Curry
Chris Curry
Chris Curley
Alvaro Cunqueiro
Jere Cunningham
Elizabeth Cunningham
Elaine Cunningham
Elaine Cunningham
Elaine Cunningham
Elaine Cunningham
Elaine Cunningham
Seamus Cullen
Seamus Cullen
Andrew Crumey
Ouida Crozier
Ronald Anthony Cross
Ronald Anthony Cross
Gillian Cross
Gillian Cross
Gillian Cross
Gilbert B. Cross
Mark Crose
Kyle Crocco
Kyle Crocco
Michael Crichton
Michael Crichton
Gary Crew
Helen Cresswell
Helen Cresswell
Helen Cresswell
Lee Creighton
Michelle Shirey Crean
James Crawford
Dan Crawford
Dan Crawford
Dan Crawford
Betty Anne Crawford
Paul Dale Anderson
Paul Dale Anderson
Michael Falconer Anderson
Michael Falconer Anderson
Michael Falconer Anderson
Michael Falconer Anderson
Michael Falconer Anderson
Michael Falconer Anderson
Mary Anderson
Mary Anderson
Mary Anderson
Margaret J. Anderson
Margaret J. Anderson
Margaret J. Anderson
Harold Coyle
Harold Coyle
Greg Cox
Richard Cowper
Marjorie Cowley
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Bruce Coville
Vincent Courtney
Vincent Courtney
Vincent Courtney
Vincent Courtney
Vincent Courtney
Vincent Courtney
Vincent Courtney
Louis Couperus
Juanita Coulson
Sean Costello
Sean Costello
Sean Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Matthew J. Costello
Mary Corran
Mary Corran
William Corlett
William Corlett
William Corlett
William Corlett
William Corlett
William Corlett
William Corlett
Marie Corelli
Marie Corelli
W. J. Corbett
Susan Coppula
Lori Copeland
Robert Coover
Susan Cooper
Susan Cooper
Susan Cooper
Susan Cooper
Susan Cooper
Susan Cooper
Susan Cooper
Louise Cooper
Louise Cooper
Louise Cooper
Louise Cooper
Louise Cooper
Louise Cooper
Louise Cooper
John R. Cooper
Jeffrey Cooper
Fiona Cooper
Fiona Cooper
Clare Cooper
Clare Cooper
Clare Cooper
Clare Cooper
Clare Cooper
Clare Cooper
Clare Cooper
Otto Coontz
Otto Coontz
Otto Coontz
Otto Coontz
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
Caroline B. Cooney
John Peyton Cooke
John Peyton Cooke
Catherine Cooke
Catherine Cooke
Catherine Cooke
Catherine Cooke
Catherine Cooke
Catherine Cooke
Robin Cook
Robin Cook
Paul Cook
Paul Cook
Paul Cook
Hugh Cook
Hugh Cook
Hugh Cook
Hugh Cook
Hugh Cook
Hugh Cook
David Cook
David Cook
David Cook
Sal Conte
Storm Constantine
Storm Constantine
Storm Constantine
Storm Constantine
Storm Constantine
Storm Constantine
Storm Constantine
Pam Conrad
Mike Conner
Mike Conner
Bernard F. Conners
Aaron Conners
Mike Conner
Mike Conner
Jane Leslie Conly
Jane Leslie Conly
Martha Conley
Ellen Conford
Nicholas Conde
Maryse Condé
J. C. Conaway
Mary Chase Comstock
Jarrod Comstock
Jarrod Comstock
D. G. Compton
Alex Comfort
Sharon Combes
Sharon Combes
Nancy A. Collins
Max Allan Collins
M. Collins
Michael R. Collings
Rick Collignon
Jeff Collignon
John Collier
Clare Coleman
Clare Coleman
Clare Coleman
Damaris Cole
Burt Cole
Dennis Lee Anderson
C. Dean Andersson
Dean Andersson
Berthe Amoss
Kingsley Amis
Kingsley Amis
J. Edward Ames
J. Edward Ames
John Edward Ames
Jorge Amado
Achmed Abdullah
Donald Abbott
Donald Abbott
Lynn Abbey
Lynn Abbey
Lloyd Abbey
Chester Aaron
Patricia Aakhus
Bruce Coville
Bruce Coville
Simon Green
Dorothy Macardle
Dorothy Macardle
Dorothy Macardle
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
J. N. Williamson
T. M. Wright
Jeffrey Ford
Michael Jan Friedman
Jane Yolen
Douglas R. Miller
Robert Leeson
Robert Leeson
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
Nicholas Fisk
John Bellairs
Joan Aiken
Joan Aiken
Nancy Kress
Mary Murrey
Dian Curtis Regan
Shelly Thacker
Stephen R. Lawhead
R. A. Salvatore
Gary Paulsen
Brian Lumley
Michael Cassutt
Jerdine Nolen
Louise Lawrence
Louise Lawrence
Paul Levinson
Michael Brodsky
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Sax Rohmer
Laurell K. Hamilton
Dave Duncan
Raymond E. Feist
Marcos Donnelly
Steven Piziks
Brian Daley
Dan Parkinson
Mark Anthony
Kristen Britain
Gayle Greeno
Patricia Kennealy-Morrison
Martin Gardner
Robert Steele Gray
Sarah Zettel
Terry Pratchett
Paul Kearney
William Horwood
Harry Turtledove
Richard Calder
Christopher Golden
Chet Williamson
Jane Lindskold
Maureen F. McHugh
Joel Rosenberg
"William H. Keith, Jr."
Elizabeth Moon
Leo Frankowski
Katharine Kerr
Michael A. Stackpole
Ed Gorman
Pamela Sargent
Anne McCaffrey
Robert Rankin
Louise Cooper
Simon Clark
Marina Fitch
Mike Moscoe
Susan R. Matthews
Brett Davis
Marion Zimmer Bradley
Gary L. Holleman
Charles Grant
"L. E. Modesitt, Jr."
Ricardo Pinto
Richard Laymon
Chaz Brenchley
Alexander Besher
Tom Holt
J. V. Jones
Sharon Green
Diana L. Paxson
Kate Elliott
William Shatner
Tom Piccirilli
Paul Cook
Christopher Rowley
Richard Bowes
Joel Rosenberg
Vernor Vinge
Chris Bunch
Alanna Morland
Ben Bova
Stephen Leigh
Barbara Hambly
R. A. Salvatore
John Marco
Lisanne Norman
A. A. Attanasio
David Brin
Tanya Huff
Anne Bishop
Chris Bunch
Kate Wilhelm
Melvin Jules Bukiet
Glen Cook
Graham Edwards
Steven Spruill
Eric Brown
Walter R. Brooks
Steven Lee Climer
Steven Nightingale
David Bowman
Andrew Harman
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Rosemary Sutcliff
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Mel Gilden
Kenneth C. Flint
A. C. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
E. F. Benson
A. M. Phillips
Beatrice Grimshaw
Margaret Peterson Haddix
Gillian Rubinstein
Michael A. Stackpole
S. D. Perry
Russel Like
Maggie Prince
Ben Bova
Elaine Cunningham
Frank M. Viollis
Scott T. Grusky
Roald Dahl
Paul Di Filippo
Kim Newman
Glenna McReynolds
Yvonne Navarro
Beth Amos
James Patterson
John Evans
Gabriel King
Helmut Krausser
A. A. Attanasio
Maggie Furey
James Lovegrove
China Miéville
China Miéville
Sue Harrison
Marilyn Kaye
Elizabeth Knox
Max Marlow
James Stoddard
John Dalmas
Michael Romkey
Jamil Nasir
Andy Meisler
Alison Fell
Phil Rickman
Windsor Chorlton
Stephen Baxter
Stephen Baxter
Simon Ings
Jerry Jay Carroll
Katie Waitman
Dean Koontz
Robert Silverberg
Darren O'Shaughnessy
K. D. Wentworth
Robert Doherty
Kage Baker
Ann Marston
James Axler
Brian Daley
Kate Jacoby
Carl Huberman
Freda Warrington
Freda Warrington
Freda Warrington
Rick Shelley
Frederic S. Durbin
Chet Williamson
William R. Forstchen
Irene Radford
Alton Gansky
John Barnes
Terry Goodkind
Larry Niven
Ursula K. Le Guin
Holden Scott
James Alan Gardner
Craig Shaw Gardner
Craig Shaw Gardner
Craig Shaw Gardner
Anne Logston
Denise Vitola
Tom Deitz
Nancy Holder
Orson Scott Card
Dan Parkinson
Dan Parkinson
Tom Deitz
Lynn Abbey
S. Andrew Swann
L. A. Marzulli
Ron Goulart
Frank M. Robinson
Neal Shusterman
Camille Flammarion
Alan Dean Foster
James Axler
Storm Constantine
K. J. Parker
Jeff Long
Jon Courtenay Grimwood
Harry Turtledove
Robert J. Conley
Walter Jon Williams
Thomas K. Martin
Sharon Shinn
Diana L. Paxson
Jack L. Chalker
J. Gregory Keyes
Tanya Huff
Mercedes Lackey
Mercedes Lackey
Mercedes Lackey
Kisma Stepanich
Selina Rosen
Kara Dalkey
S. M. Stirling
Piers Anthony
Phyllis Gotlieb
David Feintuch
Peg Kerr
Jonathan Carroll
Brian Lumley
Brian Lumley
John Clute
Martin Millar
Marcus Herniman
Don DeBrandt
P. N. Elrod
Mark Sumner
Dennis Jones
Alan Dean Foster
Laurell K. Hamilton
Ken Goddard
Fiona Patton
Catherine Wells
David Lubar
William Barton
David Gemmell
Robert Rankin
Gill Alderman
Oliver Johnson
Ken Russell
Martin Millar
James Lovegrove
Sandra Heath
Greg Kihn
Richard Laymon
David Morrell
Andrei Codrescu
Nancy Butts
Stefan Petrucha
José Saramago
Gregory Maguire
Tamora Pierce
J. K. Rowling
J. K. Rowling
J. K. Rowling
J. K. Rowling
J. K. Rowling
Stephanie S. Tolan
Andrew Neiderman
Avi
Bo Fowler
Francesca Lia Block
Larry Burkett
Howard Pyle
Johnny Gruelle
Christopher Priest
Laurel Doud
Dan Simmons
William F. Nolan
William F. Nolan
Loren D. Estleman
Philip José Farmer
Alfred Coppel
Alfred Coppel
Alfred Coppel
David Levy
Anthony McCarten
A. F. S.
A. K. H.
Achmed Abdullah
Achmed Abdullah
Achmed Abdullah
Achmed Abdullah
Eugenia de Acton
Frances Acton
Conrad Aiken
Ellen Steiber
Howard V. Hendrix
Carey Rockwell
Carey Rockwell
Carey Rockwell
Carey Rockwell
Carey Rockwell
Carey Rockwell
Carey Rockwell
Carey Rockwell
Peter Anghelides
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
V. C. Andrews
K. Robert Andreassi
Rachel Anderson
David Ambrose
Aaron Allston
Aaron Allston
Margaret Allan
Vivien Alcock
Dafydd ab Hugh
Donald Abbott
Lynn Abbey
Edgar Allan Poe
Gary Brandner
Gary Brandner
Jack Adams
William Harrison Ainsworth
Grant Allen
Willis Boyd Allen
F. Anstey
Charles J. Bayne
Emeric Hulme-Beaman
Colonel John Bowles
Charlotte Brontë
Charlotte Brontë
Charlotte Brontë
Charlotte Brontë
Egerton Castle
Robert William Cole
Robert W. Cole
R. W. Cole
Robert W. Cole
Marie Corelli
F. Anstey
F. Anstey
F. Anstey
F. Anstey
F. Anstey
F. Anstey
F. Anstey
F. Anstey
Neal Stephenson
James P. Blaylock
Joshua Dann
Christopher Stasheff
Roger MacBride Allen
John Dalmas
Leo Frankowski
Alice Borchardt
Dan Parkinson
Kristine Kathryn Rusch
Timothy Zahn
Philip Graubart
S. Andrew Swann
Michelle West
Brooks Hansen
Edgar Rice Burroughs
Edgar Rice Burroughs
Mary Ann Mitchell
Adam Niswander
Stephen L. Burns
Catherine Coulter
Peter Straub
Poul Anderson
Madeleine E. Robins
Charles Grant
Stephen Baxter
Stephen Baxter
Stephen Baxter
Stephen Walker
Roger Taylor
Tom Holt
Justina Robson
Marian Veevers
Mark Chadbourn
Mark Chadbourn
Greg Egan
Simon R. Green
John Whitbourn
Peter Preston
Alanna Morland
N. Lee Wood
Dave Duncan
Dave Duncan
Sarah Isidore
Stephen R. Lawhead
Eric S. Nylund
Lois McMaster Bujold
Dave Freer
Greg Bear
Kevin Teixeira
Kay Kenyon
Leslie Davis
Marie Jakober
Ann Marston
George Zebrowski
Melanie Tem
Ian Irvine
Tess Gerritsen
Michael Cordy
John Darnton
Anne Eliot Crompton
Gillian White
Susan Cooper
Eliot Pattison
Matthew J. Reilly
Orson Scott Card
Hal Clement
Elizabeth Haydon
Brian Stableford
James Hawes
Louise Cooper
Paul J. McAuley
Adam Nichols
Graham Masterton
Nina Kiriki Hoffman
Nina Kiriki Hoffman
Anne Logston
Susan Sizemore
Susan Sizemore
Denise Vitola
Donna Boyd
Dave Duncan
Jeffrey Ford
Toni Anzetti
Terry Brooks
Jane Jensen
J. D. Robb
Sharman DiVono
Rob Brezsny
Peter S. Beagle
Charles Grant
William Gibson
Philip Pullman
Wes Craven
Elena Santangelo
Lewis Shiner
Piers Anthony
Michaela Roessner
Lawrence Watt-Evans
James White
Chelsea Quinn Yarbro
Mary E. Bradley Lane
Holly Lisle
Anne Rice
Jan Siegel
William Smethurst
Jane Brindle
Garry Kilworth
Peter F. Hamilton
Peter F. Hamilton
Peter F. Hamilton
Stan Nicholls
Stan Nicholls
Richard Calder
Jadrien Bell
Bruce Boxleitner
Bruce Boxleitner
Raymond E. Feist
Andre Norton
Severna Park
Diana L. Paxson
Kristine Smith
Victoria Strauss
Charles Sheffield
Harry Turtledove
Charles Sheffield
C. J. Cherryh
C. J. Cherryh
Julie E. Czerneda
Anne Knight
Irene Radford
James Morrow
Julio Cortázar
Tanith Lee
Mick Farren
Ron Goulart
Joanne Bertin
Richard Garfinkle
Harry Harrison
Pat Murphy
Jean Davies Okimoto
Norman Spinrad
Robert Charles Wilson
Greg Kihn
Thomas F. Monteleone
James Long
Dean Koontz
Tom Holt
Juliet E. McKenna
Juliet E. McKenna
Juliet E. McKenna
Juliet E. McKenna
Tom Arden
Tom Arden
Tom Arden
Edgar Wallace
Caiseal Mór
Terry Pratchett
Devin Cary
Rick Shelley
Jane Lindskold
Susan R. Matthews
Elizabeth Moon
Mark Anthony
Mark Anthony
Shirley Rousseau Murphy
Stephen Dedman
Gregory Benford
Chaz Brenchley
David Garnett
James Bibby
Robert Rankin
B. A. Chepaitis
Laurell K. Hamilton
Mike Moscoe
Christopher Stasheff
A. McFedries
S. Andrew Swann
William Shatner
Anne Bishop
S. L. Viehl
Eve Forward
Kij Johnson
Shariann Lewitt
"L. E. Modesitt, Jr."
Richard Sears
Harry Turtledove
James Stoddard
Stephen R. Lawhead
Allen Steele
Kathleen Ann Goonan
Harry Turtledove
Maggie Furey
Jane S. Fancher
"Neal Barrett, Jr."
Kage Baker
Chris Bunch
Christopher Rowley
Poul Anderson
Catherine Asaro
David B. Coe
Steven Gould
Sarah Zettel
Katharine Kerr
Roger Levy
John Marco
Sheri S. Tepper
Darren O'Shaughnessy
Sean Stewart
Amanda Cockrell
Michael Moorcock
Dennis Danvers
Jamil Nasir
Michael A. Stackpole
Irene Radford
Scott Westerfeld
C. J. Cherryh
Kate Wilhelm
Charles de Lint
Michael Flynn
David Gerrold
Ed Greenwood
Ed Greenwood
Robert Reed
Alan Dean Foster
Nalo Hopkinson
Barbara Hambly
Alexander Besher
Eric Brown
Alastair Reynolds
Richard Calder
David Weber
Leo Frankowski
Terry Brooks
Joël Champetier?Joel Champetier
Amy Thomson
Jonathan Baumbach
Tony Diaz
Greg Herrige
Brian Evenson
Michael Cisco
Andres Vaccari
Andrew Miller
Harold Bloom
Haruki Murakami
Robert J. Sawyer
Andrew Vachss
Vivian Vande Velde
Geoff Nicholson
Barbara Rogan
Nancy A. Collins
Chaz Brenchley
Frank Belknap Long
Arthur Conan Doyle
Ben Barzman
Stephen Minot
Andy Anderson
William C. Anderson
William C. Anderson
William C. Anderson
William C. Anderson
Edmond Hamilton
L. Sprague de Camp
Edmond Hamilton
J. Hunter Holly
J. Hunter Holly
J. Hunter Holly
Joan Hunter Holly
Joan Hunter Holly
J. Hunter Holly
J. Hunter Holly
J. Hunter Holly
Joan Hunter Holly
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Alexander Key
Margery Allingham
Abram Tertz
Charles Einstein
Manly Banister
John Christopher
William Golding
James Kennaway
Robert Nathan
John Hersey
Phyllis Gotlieb
Walter F. Moudy
Avram Davidson
Harry Kressing
Christopher Hodder-Williams
Christopher Hodder-Williams
Christopher Hodder-Williams
Christopher Hodder-Williams
Evan Hunter
Evan Hunter
Evan Hunter
Evan Hunter
Hank Searls
Hank Searls
Hank Searls
Hank Searls
W. C. Hanna
R. R. Winterbotham
Marc Stiegler
Dean Ing
Philip Pullman
Gabriel Devlin Kessler
J. H. Rosny
Edgar Rice Burroughs
E. C. Tubb
Ray Cummings
Shirley Jackson
Lester del Rey
Ayresome Johns
Dan L. Blake
Rickey R. Mallory
Walt Becker
Allan Gilbreath
Irwin Lewis
Irwin Lewis
Edgar Rice Burroughs
Robert Silverberg
Michael Kanaly
Leonard Wibberley
Antony Trew
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Kenneth Robeson
Peter David
R. L. Stine
R. L. Stine
Walter B. Gibson
Dennis Lynds
Dennis Lynds
Dennis Lynds
Dennis Lynds
Dennis Lynds
Dennis Lynds
Kris Neville
James Long
Glen Cook
Peter Watts
James Stevenson
Sarah Ash
Robert Sheckley
Pat Cadigan
Dona Smith
Sonia Levitin
Chuck Hogan
Ben Mezrich
John C. Robinson
William Hill
Michael Jan Friedman
Michael Jan Friedman
Dafydd ab Hugh
Dafydd ab Hugh
J. Gregory Keyes
Thomas Harlan
James P. Hogan
Mary Brown
Lisa Goldstein
Steve Erickson
Thomas M. Disch
Eugene Byrne
George Turner
Stephen King
Brian Hodge
Nick O'Donohoe
Nick O'Donohoe
Tamora Pierce
Christie Golden
G. Miki Hayden
K. W. Jeter
William C. Dietz
Joyce Carol Oates
Dan Morgan
Dan Morgan
Dan Morgan
Dan Morgan
Jonathan Burke
Jonathan Burke
John Burke
Jonathan Burke
Jonathan Burke
Jonathan Burke
Jonathan Burke
Jonathan Burke
John Adams (pseudonym)
Allen A. Adler
William Harrison Ainsworth
Dexter Allen
Henry Wilson Allen
Kingsley Amis
F. Emerson Andrews
Orfeo Angelucci
Benjamin Appel
Robert Ardrey
Bruce Ariss
Aaron Arne
Edwin L. Arnold
Eugene Ascher
Francis Ashton
Francis Leslie Ashton
Miguel Ángel Asturias
Gertrude Atherton
John Atkins
George Axelrod
Roger Dee
John Aylesworth
Marcel Aymé
Marcel Aymé
Michael Ayrton
Michael Ayrton
Dwight V. Babcock
"Agnew H. Bahnson, Jr."
Paul Bailey
Willard Bain
Patrick Bair
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Frank Baker
Nigel Balchin
Bee Baldwin
Emery Balint
John Ball
Owen Barfield
Owen Barfield
Shirley Barker
Shirley Barker
James Barlow
Perl T. Barnhouse
Tyrone C. Barr
William E. Barrett
